('1', '1', '2010-03-10', 'acquisizione', '22800')
('48', '48', '2009-07-23', 'acquisizione', '71596')
('48', '48', '2010-02-11', 'vendita', '71596')
('49', '49', '2010-02-01', 'acquisizione', '20947')
('49', '49', '2011-03-04', 'vendita', '20947')
('50', '50', '2009-05-29', 'acquisizione', '54128')
('50', '50', 'NULL', 'vendita', '54128')
('51', '51', '2009-07-05', 'acquisizione', '75552')
('51', '51', 'NULL', 'vendita', '75552')
('52', '52', '2009-03-29', 'acquisizione', '34805')
('52', '52', '2009-06-24', 'vendita', '34805')
('53', '53', '2009-07-17', 'acquisizione', '66563')
('53', '53', '2010-01-30', 'vendita', '66563')
('54', '54', '2009-10-14', 'acquisizione', '72197')
('54', '54', 'NULL', 'vendita', '72197')
('55', '55', '2009-07-15', 'acquisizione', '69113')
('55', '55', 'NULL', 'vendita', '69113')
('56', '56', '2009-12-11', 'acquisizione', '55165')
('56', '56', '2010-11-20', 'vendita', '55165')
('57', '57', '2009-10-20', 'acquisizione', '13393')
('57', '57', '2010-08-08', 'vendita', '13393')
('58', '58', '2009-11-04', 'acquisizione', '75103')
('58', '58', '2010-09-07', 'vendita', '75103')
('59', '59', '2010-05-18', 'acquisizione', '71759')
('59', '59', 'NULL', 'vendita', '71759')
('60', '60', '2010-08-03', 'acquisizione', '56295')
('60', '60', 'NULL', 'vendita', '56295')
('61', '61', '2010-03-16', 'acquisizione', '64044')
('61', '61', 'NULL', 'vendita', '64044')
('62', '62', '2010-05-26', 'acquisizione', '24958')
('62', '62', '2011-10-18', 'vendita', '24958')
('63', '63', '2009-12-18', 'acquisizione', '29103')
('63', '63', '2010-12-04', 'vendita', '29103')
('64', '64', '2009-12-21', 'acquisizione', '29846')
('64', '64', 'NULL', 'vendita', '29846')
('65', '65', '2009-03-16', 'acquisizione', '45949')
('65', '65', 'NULL', 'vendita', '45949')
('66', '66', '2009-12-13', 'acquisizione', '16874')
('66', '66', '2010-11-24', 'vendita', '16874')
('67', '67', '2009-05-21', 'acquisizione', '66278')
('67', '67', 'NULL', 'vendita', '66278')
('68', '68', '2010-05-19', 'acquisizione', '63988')
('68', '68', 'NULL', 'vendita', '63988')
('69', '69', '2009-06-30', 'acquisizione', '46707')
('69', '69', 'NULL', 'vendita', '46707')
('70', '70', '2009-10-08', 'acquisizione', '28513')
('70', '70', 'NULL', 'vendita', '28513')
('71', '71', '2009-04-21', 'acquisizione', '33794')
('71', '71', '2009-08-09', 'vendita', '33794')
('72', '72', '2010-07-22', 'acquisizione', '38872')
('72', '72', 'NULL', 'vendita', '38872')
('73', '73', '2009-02-14', 'acquisizione', '15382')
('73', '73', '2009-03-30', 'vendita', '15382')
('74', '74', '2010-04-19', 'acquisizione', '49589')
('74', '74', '2011-08-05', 'vendita', '49589')
('75', '75', '2009-08-23', 'acquisizione', '38619')
('75', '75', 'NULL', 'vendita', '38619')
('76', '76', '2009-12-09', 'acquisizione', '31287')
('76', '76', 'NULL', 'vendita', '31287')
('77', '77', '2010-01-31', 'acquisizione', '66248')
('77', '77', '2011-03-02', 'vendita', '66248')
('78', '78', '2009-03-15', 'acquisizione', '63469')
('78', '78', '2009-05-27', 'vendita', '63469')
('79', '79', '2010-04-26', 'acquisizione', '41340')
('79', '79', 'NULL', 'vendita', '41340')
('80', '80', '2009-12-13', 'acquisizione', '42918')
('80', '80', '2010-11-24', 'vendita', '42918')
('81', '81', '2009-05-06', 'acquisizione', '26321')
('81', '81', '2009-09-08', 'vendita', '26321')
('82', '82', '2009-12-23', 'acquisizione', '53323')
('82', '82', '2010-12-14', 'vendita', '53323')
('83', '83', '2009-11-14', 'acquisizione', '31355')
('83', '83', '2010-09-27', 'vendita', '31355')
('84', '84', '2009-09-15', 'acquisizione', '58188')
('84', '84', '2010-05-30', 'vendita', '58188')
('85', '85', '2010-07-23', 'acquisizione', '52887')
('85', '85', '2012-02-11', 'vendita', '52887')
('86', '86', '2009-09-13', 'acquisizione', '43694')
('86', '86', 'NULL', 'vendita', '43694')
('87', '87', '2010-03-02', 'acquisizione', '77407')
('87', '87', '2011-05-01', 'vendita', '77407')
('88', '88', '2009-09-11', 'acquisizione', '39722')
('88', '88', 'NULL', 'vendita', '39722')
('89', '89', '2010-08-09', 'acquisizione', '13786')
('89', '89', '2012-03-16', 'vendita', '13786')
('90', '90', '2010-02-26', 'acquisizione', '30774')
('90', '90', '2011-04-23', 'vendita', '30774')
('91', '91', '2010-07-05', 'acquisizione', '69858')
('91', '91', 'NULL', 'vendita', '69858')
('92', '92', '2009-12-28', 'acquisizione', '53390')
('92', '92', '2010-12-24', 'vendita', '53390')
('93', '93', '2010-04-27', 'acquisizione', '11307')
('93', '93', '2011-08-21', 'vendita', '11307')
('94', '94', '2009-02-11', 'acquisizione', '54806')
('94', '94', 'NULL', 'vendita', '54806')
('95', '95', '2010-07-30', 'acquisizione', '46231')
('95', '95', 'NULL', 'vendita', '46231')
('96', '96', '2010-02-24', 'acquisizione', '38824')
('96', '96', '2011-04-19', 'vendita', '38824')
('97', '97', '2009-12-31', 'acquisizione', '26112')
('97', '97', '2010-12-30', 'vendita', '26112')
('98', '98', '2010-05-16', 'acquisizione', '15509')
('98', '98', 'NULL', 'vendita', '15509')
('99', '99', '2010-03-22', 'acquisizione', '39577')
('99', '99', 'NULL', 'vendita', '39577')
('100', '100', '2010-01-30', 'acquisizione', '58208')
('100', '100', '2011-02-28', 'vendita', '58208')
('101', '101', '2009-02-22', 'acquisizione', '57783')
('101', '101', 'NULL', 'vendita', '57783')
('102', '102', '2009-03-16', 'acquisizione', '69818')
('102', '102', '2009-05-29', 'vendita', '69818')
('103', '103', '2010-07-19', 'acquisizione', '40519')
('103', '103', 'NULL', 'vendita', '40519')
('104', '104', '2010-06-05', 'acquisizione', '50861')
('104', '104', 'NULL', 'vendita', '50861')
('105', '105', '2010-04-11', 'acquisizione', '73987')
('105', '105', '2011-07-20', 'vendita', '73987')
('106', '106', '2009-12-19', 'acquisizione', '74466')
('106', '106', 'NULL', 'vendita', '74466')
('107', '107', '2009-11-01', 'acquisizione', '66656')
('107', '107', 'NULL', 'vendita', '66656')
('108', '108', '2009-09-29', 'acquisizione', '16677')
('108', '108', '2010-06-27', 'vendita', '16677')
('109', '109', '2009-08-20', 'acquisizione', '36683')
('109', '109', 'NULL', 'vendita', '36683')
('110', '110', '2009-11-15', 'acquisizione', '54488')
('110', '110', '2010-09-29', 'vendita', '54488')
('111', '111', '2009-02-25', 'acquisizione', '32074')
('111', '111', '2009-04-21', 'vendita', '32074')
('112', '112', '2009-03-14', 'acquisizione', '69421')
('112', '112', '2009-05-25', 'vendita', '69421')
('113', '113', '2009-04-29', 'acquisizione', '74227')
('113', '113', 'NULL', 'vendita', '74227')
('114', '114', '2010-04-13', 'acquisizione', '41238')
('114', '114', 'NULL', 'vendita', '41238')
('115', '115', '2010-05-14', 'acquisizione', '64211')
('115', '115', 'NULL', 'vendita', '64211')
('116', '116', '2010-02-13', 'acquisizione', '32121')
('116', '116', '2011-03-28', 'vendita', '32121')
('117', '117', '2010-01-26', 'acquisizione', '46673')
('117', '117', 'NULL', 'vendita', '46673')
('118', '118', '2009-07-09', 'acquisizione', '22847')
('118', '118', '2010-01-14', 'vendita', '22847')
('119', '119', '2009-12-26', 'acquisizione', '27641')
('119', '119', '2010-12-20', 'vendita', '27641')
('120', '120', '2009-09-11', 'acquisizione', '27778')
('120', '120', 'NULL', 'vendita', '27778')
('121', '121', '2009-12-24', 'acquisizione', '57402')
('121', '121', 'NULL', 'vendita', '57402')
('122', '122', '2010-06-18', 'acquisizione', '59820')
('122', '122', 'NULL', 'vendita', '59820')
('123', '123', '2009-06-15', 'acquisizione', '51558')
('123', '123', '2009-11-27', 'vendita', '51558')
('124', '124', '2010-03-18', 'acquisizione', '27922')
('124', '124', '2011-06-02', 'vendita', '27922')
('125', '125', '2009-12-19', 'acquisizione', '45290')
('125', '125', '2010-12-06', 'vendita', '45290')
('126', '126', '2009-05-02', 'acquisizione', '53476')
('126', '126', 'NULL', 'vendita', '53476')
('127', '127', '2009-05-20', 'acquisizione', '79132')
('127', '127', 'NULL', 'vendita', '79132')
('128', '128', '2009-03-06', 'acquisizione', '29517')
('128', '128', '2009-05-09', 'vendita', '29517')
('129', '129', '2010-04-21', 'acquisizione', '53164')
('129', '129', '2011-08-09', 'vendita', '53164')
('130', '130', '2009-12-02', 'acquisizione', '46305')
('130', '130', 'NULL', 'vendita', '46305')
('131', '131', '2009-04-06', 'acquisizione', '17683')
('131', '131', '2009-07-10', 'vendita', '17683')
('132', '132', '2009-11-15', 'acquisizione', '78583')
('132', '132', 'NULL', 'vendita', '78583')
('133', '133', '2009-08-10', 'acquisizione', '76462')
('133', '133', 'NULL', 'vendita', '76462')
('134', '134', '2010-06-17', 'acquisizione', '60923')
('134', '134', 'NULL', 'vendita', '60923')
('135', '135', '2009-09-26', 'acquisizione', '71971')
('135', '135', 'NULL', 'vendita', '71971')
('136', '136', '2010-03-28', 'acquisizione', '39672')
('136', '136', 'NULL', 'vendita', '39672')
('137', '137', '2009-03-07', 'acquisizione', '63690')
('137', '137', 'NULL', 'vendita', '63690')
('138', '138', '2009-07-06', 'acquisizione', '65577')
('138', '138', 'NULL', 'vendita', '65577')
('139', '139', '2009-03-03', 'acquisizione', '63235')
('139', '139', 'NULL', 'vendita', '63235')
('140', '140', '2009-07-20', 'acquisizione', '78162')
('140', '140', 'NULL', 'vendita', '78162')
('141', '141', '2009-04-18', 'acquisizione', '71441')
('141', '141', '2009-08-03', 'vendita', '71441')
('142', '142', '2010-02-13', 'acquisizione', '50041')
('142', '142', '2011-03-28', 'vendita', '50041')
('143', '143', '2009-12-18', 'acquisizione', '73392')
('143', '143', 'NULL', 'vendita', '73392')
('144', '144', '2010-06-01', 'acquisizione', '32998')
('144', '144', '2011-10-30', 'vendita', '32998')
('145', '145', '2009-11-10', 'acquisizione', '39650')
('145', '145', 'NULL', 'vendita', '39650')
('146', '146', '2009-07-05', 'acquisizione', '73414')
('146', '146', 'NULL', 'vendita', '73414')
('147', '147', '2009-07-07', 'acquisizione', '17684')
('147', '147', 'NULL', 'vendita', '17684')
('148', '148', '2009-06-16', 'acquisizione', '34430')
('148', '148', 'NULL', 'vendita', '34430')
('149', '149', '2009-05-31', 'acquisizione', '25571')
('149', '149', 'NULL', 'vendita', '25571')
('150', '150', '2009-11-01', 'acquisizione', '69222')
('150', '150', 'NULL', 'vendita', '69222')
('151', '151', '2010-03-04', 'acquisizione', '61499')
('151', '151', 'NULL', 'vendita', '61499')
('152', '152', '2010-06-23', 'acquisizione', '51883')
('152', '152', '2011-12-13', 'vendita', '51883')
('153', '153', '2010-04-17', 'acquisizione', '42527')
('153', '153', 'NULL', 'vendita', '42527')
('154', '154', '2009-08-20', 'acquisizione', '55633')
('154', '154', '2010-04-08', 'vendita', '55633')
('155', '155', '2009-03-25', 'acquisizione', '33638')
('155', '155', 'NULL', 'vendita', '33638')
('156', '156', '2010-04-29', 'acquisizione', '48406')
('156', '156', 'NULL', 'vendita', '48406')
('157', '157', '2009-03-22', 'acquisizione', '13044')
('157', '157', 'NULL', 'vendita', '13044')
('158', '158', '2009-04-07', 'acquisizione', '16820')
('158', '158', 'NULL', 'vendita', '16820')
('159', '159', '2009-04-11', 'acquisizione', '23454')
('159', '159', 'NULL', 'vendita', '23454')
('160', '160', '2009-07-27', 'acquisizione', '33253')
('160', '160', '2010-02-19', 'vendita', '33253')
('161', '161', '2009-09-09', 'acquisizione', '70071')
('161', '161', '2010-05-18', 'vendita', '70071')
('162', '162', '2009-04-12', 'acquisizione', '24552')
('162', '162', 'NULL', 'vendita', '24552')
('163', '163', '2009-06-11', 'acquisizione', '50037')
('163', '163', 'NULL', 'vendita', '50037')
('164', '164', '2009-09-14', 'acquisizione', '76913')
('164', '164', '2010-05-28', 'vendita', '76913')
('165', '165', '2010-08-13', 'acquisizione', '68555')
('165', '165', 'NULL', 'vendita', '68555')
('166', '166', '2009-07-12', 'acquisizione', '16796')
('166', '166', 'NULL', 'vendita', '16796')
('167', '167', '2009-05-04', 'acquisizione', '24933')
('167', '167', '2009-09-04', 'vendita', '24933')
('168', '168', '2010-05-21', 'acquisizione', '58422')
('168', '168', '2011-10-08', 'vendita', '58422')
('169', '169', '2009-10-18', 'acquisizione', '31569')
('169', '169', 'NULL', 'vendita', '31569')
('170', '170', '2010-02-03', 'acquisizione', '13334')
('170', '170', '2011-03-08', 'vendita', '13334')
('171', '171', '2010-05-03', 'acquisizione', '11025')
('171', '171', '2011-09-02', 'vendita', '11025')
('172', '172', '2009-12-12', 'acquisizione', '36184')
('172', '172', '2010-11-22', 'vendita', '36184')
('173', '173', '2010-04-21', 'acquisizione', '44034')
('173', '173', 'NULL', 'vendita', '44034')
('174', '174', '2009-12-19', 'acquisizione', '56722')
('174', '174', '2010-12-06', 'vendita', '56722')
('175', '175', '2010-05-02', 'acquisizione', '73880')
('175', '175', '2011-08-31', 'vendita', '73880')
('176', '176', '2010-08-21', 'acquisizione', '78953')
('176', '176', 'NULL', 'vendita', '78953')
('177', '177', '2009-04-26', 'acquisizione', '38815')
('177', '177', 'NULL', 'vendita', '38815')
('178', '178', '2009-09-06', 'acquisizione', '57009')
('178', '178', 'NULL', 'vendita', '57009')
('179', '179', '2009-08-06', 'acquisizione', '61634')
('179', '179', 'NULL', 'vendita', '61634')
('180', '180', '2010-04-07', 'acquisizione', '46537')
('180', '180', '2011-07-12', 'vendita', '46537')
('181', '181', '2009-08-19', 'acquisizione', '65412')
('181', '181', 'NULL', 'vendita', '65412')
('182', '182', '2009-02-15', 'acquisizione', '33788')
('182', '182', '2009-04-01', 'vendita', '33788')
('183', '183', '2009-07-05', 'acquisizione', '59778')
('183', '183', 'NULL', 'vendita', '59778')
('184', '184', '2009-08-20', 'acquisizione', '59135')
('184', '184', '2010-04-08', 'vendita', '59135')
('185', '185', '2009-10-30', 'acquisizione', '59170')
('185', '185', '2010-08-28', 'vendita', '59170')
('186', '186', '2009-03-31', 'acquisizione', '70207')
('186', '186', 'NULL', 'vendita', '70207')
('187', '187', '2010-06-10', 'acquisizione', '38243')
('187', '187', 'NULL', 'vendita', '38243')
('188', '188', '2010-05-10', 'acquisizione', '37660')
('188', '188', 'NULL', 'vendita', '37660')
('189', '189', '2009-10-08', 'acquisizione', '46604')
('189', '189', 'NULL', 'vendita', '46604')
('190', '190', '2010-08-10', 'acquisizione', '16778')
('190', '190', '2012-03-18', 'vendita', '16778')
('191', '191', '2009-05-06', 'acquisizione', '57715')
('191', '191', '2009-09-08', 'vendita', '57715')
('192', '192', '2010-07-01', 'acquisizione', '13145')
('192', '192', '2011-12-29', 'vendita', '13145')
('193', '193', '2009-04-28', 'acquisizione', '39753')
('193', '193', 'NULL', 'vendita', '39753')
('194', '194', '2010-03-03', 'acquisizione', '18449')
('194', '194', 'NULL', 'vendita', '18449')
('195', '195', '2010-05-24', 'acquisizione', '75887')
('195', '195', '2011-10-14', 'vendita', '75887')
('196', '196', '2009-10-01', 'acquisizione', '49341')
('196', '196', 'NULL', 'vendita', '49341')
('197', '197', '2009-08-05', 'acquisizione', '73543')
('197', '197', 'NULL', 'vendita', '73543')
('198', '198', '2010-07-01', 'acquisizione', '72045')
('198', '198', 'NULL', 'vendita', '72045')
('199', '199', '2010-05-08', 'acquisizione', '64187')
('199', '199', '2011-09-12', 'vendita', '64187')
('200', '200', '2010-05-12', 'acquisizione', '77092')
('200', '200', '2011-09-20', 'vendita', '77092')
('201', '201', '2009-12-22', 'acquisizione', '42804')
('201', '201', 'NULL', 'vendita', '42804')
('202', '202', '2010-07-28', 'acquisizione', '37417')
('202', '202', 'NULL', 'vendita', '37417')
('203', '203', '2009-03-28', 'acquisizione', '28614')
('203', '203', 'NULL', 'vendita', '28614')
('204', '204', '2009-04-20', 'acquisizione', '41037')
('204', '204', 'NULL', 'vendita', '41037')
('205', '205', '2009-12-30', 'acquisizione', '28733')
('205', '205', 'NULL', 'vendita', '28733')
('206', '206', '2010-03-13', 'acquisizione', '27473')
('206', '206', '2011-05-23', 'vendita', '27473')
('207', '207', '2010-08-11', 'acquisizione', '28097')
('207', '207', 'NULL', 'vendita', '28097')
('208', '208', '2009-03-24', 'acquisizione', '75348')
('208', '208', 'NULL', 'vendita', '75348')
('209', '209', '2010-01-06', 'acquisizione', '40068')
('209', '209', 'NULL', 'vendita', '40068')
('210', '210', '2009-09-05', 'acquisizione', '16588')
('210', '210', 'NULL', 'vendita', '16588')
('211', '211', '2009-05-28', 'acquisizione', '17475')
('211', '211', 'NULL', 'vendita', '17475')
('212', '212', '2010-03-28', 'acquisizione', '54394')
('212', '212', 'NULL', 'vendita', '54394')
('213', '213', '2009-03-02', 'acquisizione', '62399')
('213', '213', '2009-05-01', 'vendita', '62399')
('214', '214', '2009-03-11', 'acquisizione', '52657')
('214', '214', '2009-05-19', 'vendita', '52657')
('215', '215', '2009-04-26', 'acquisizione', '66407')
('215', '215', 'NULL', 'vendita', '66407')
('216', '216', '2010-05-19', 'acquisizione', '15526')
('216', '216', '2011-10-04', 'vendita', '15526')
('217', '217', '2010-03-17', 'acquisizione', '73894')
('217', '217', 'NULL', 'vendita', '73894')
('218', '218', '2009-03-22', 'acquisizione', '64576')
('218', '218', '2009-06-10', 'vendita', '64576')
('219', '219', '2009-11-29', 'acquisizione', '21043')
('219', '219', '2010-10-27', 'vendita', '21043')
('220', '220', '2009-03-03', 'acquisizione', '71853')
('220', '220', '2009-05-03', 'vendita', '71853')
('221', '221', '2009-07-11', 'acquisizione', '53348')
('221', '221', '2010-01-18', 'vendita', '53348')
('222', '222', '2009-12-12', 'acquisizione', '71599')
('222', '222', '2010-11-22', 'vendita', '71599')
('223', '223', '2009-04-22', 'acquisizione', '58715')
('223', '223', '2009-08-11', 'vendita', '58715')
('224', '224', '2009-10-31', 'acquisizione', '12485')
('224', '224', '2010-08-30', 'vendita', '12485')
('225', '225', '2009-07-11', 'acquisizione', '36299')
('225', '225', 'NULL', 'vendita', '36299')
('226', '226', '2009-12-03', 'acquisizione', '74970')
('226', '226', '2010-11-04', 'vendita', '74970')
('227', '227', '2010-05-08', 'acquisizione', '27562')
('227', '227', 'NULL', 'vendita', '27562')
('228', '228', '2010-03-30', 'acquisizione', '41509')
('228', '228', 'NULL', 'vendita', '41509')
('229', '229', '2009-02-28', 'acquisizione', '65241')
('229', '229', '2009-04-27', 'vendita', '65241')
('230', '230', '2010-08-24', 'acquisizione', '46207')
('230', '230', 'NULL', 'vendita', '46207')
('231', '231', '2010-06-21', 'acquisizione', '57487')
('231', '231', 'NULL', 'vendita', '57487')
('232', '232', '2010-04-14', 'acquisizione', '41627')
('232', '232', 'NULL', 'vendita', '41627')
('233', '233', '2010-05-11', 'acquisizione', '10079')
('233', '233', '2011-09-18', 'vendita', '10079')
('234', '234', '2009-04-13', 'acquisizione', '79078')
('234', '234', 'NULL', 'vendita', '79078')
('235', '235', '2009-03-06', 'acquisizione', '25004')
('235', '235', '2009-05-09', 'vendita', '25004')
('236', '236', '2009-05-18', 'acquisizione', '19036')
('236', '236', 'NULL', 'vendita', '19036')
('237', '237', '2010-08-12', 'acquisizione', '25632')
('237', '237', '2012-03-22', 'vendita', '25632')
('238', '238', '2009-11-01', 'acquisizione', '56802')
('238', '238', '2010-09-01', 'vendita', '56802')
('239', '239', '2010-08-23', 'acquisizione', '48011')
('239', '239', '2012-04-13', 'vendita', '48011')
('240', '240', '2009-05-05', 'acquisizione', '16869')
('240', '240', 'NULL', 'vendita', '16869')
('241', '241', '2010-08-02', 'acquisizione', '49571')
('241', '241', '2012-03-02', 'vendita', '49571')
('242', '242', '2009-11-06', 'acquisizione', '18663')
('242', '242', 'NULL', 'vendita', '18663')
('243', '243', '2010-05-06', 'acquisizione', '42685')
('243', '243', '2011-09-08', 'vendita', '42685')
('244', '244', '2009-10-24', 'acquisizione', '74340')
('244', '244', '2010-08-16', 'vendita', '74340')
('245', '245', '2009-12-18', 'acquisizione', '16645')
('245', '245', '2010-12-04', 'vendita', '16645')
('246', '246', '2009-08-27', 'acquisizione', '77179')
('246', '246', '2010-04-22', 'vendita', '77179')
('247', '247', '2010-06-29', 'acquisizione', '66545')
('247', '247', '2011-12-25', 'vendita', '66545')
('248', '248', '2009-03-27', 'acquisizione', '51339')
('248', '248', '2009-06-20', 'vendita', '51339')
('249', '249', '2009-09-16', 'acquisizione', '79786')
('249', '249', 'NULL', 'vendita', '79786')
('250', '250', '2010-02-12', 'acquisizione', '59576')
('250', '250', 'NULL', 'vendita', '59576')
('251', '251', '2010-05-26', 'acquisizione', '66132')
('251', '251', '2011-10-18', 'vendita', '66132')
('252', '252', '2009-10-01', 'acquisizione', '34167')
('252', '252', 'NULL', 'vendita', '34167')
('253', '253', '2009-07-29', 'acquisizione', '56119')
('253', '253', '2010-02-23', 'vendita', '56119')
('254', '254', '2009-04-23', 'acquisizione', '12097')
('254', '254', 'NULL', 'vendita', '12097')
('255', '255', '2010-04-28', 'acquisizione', '16540')
('255', '255', '2011-08-23', 'vendita', '16540')
('256', '256', '2009-06-30', 'acquisizione', '78560')
('256', '256', 'NULL', 'vendita', '78560')
('257', '257', '2010-01-25', 'acquisizione', '36112')
('257', '257', '2011-02-18', 'vendita', '36112')
('258', '258', '2010-07-08', 'acquisizione', '47834')
('258', '258', 'NULL', 'vendita', '47834')
('259', '259', '2010-05-06', 'acquisizione', '41124')
('259', '259', '2011-09-08', 'vendita', '41124')
('260', '260', '2010-01-14', 'acquisizione', '73405')
('260', '260', '2011-01-27', 'vendita', '73405')
('261', '261', '2009-09-28', 'acquisizione', '70423')
('261', '261', '2010-06-25', 'vendita', '70423')
('262', '262', '2009-02-13', 'acquisizione', '65693')
('262', '262', '2009-03-28', 'vendita', '65693')
('263', '263', '2009-08-05', 'acquisizione', '68021')
('263', '263', 'NULL', 'vendita', '68021')
('264', '264', '2010-01-26', 'acquisizione', '79272')
('264', '264', 'NULL', 'vendita', '79272')
('265', '265', '2009-06-05', 'acquisizione', '63176')
('265', '265', 'NULL', 'vendita', '63176')
('266', '266', '2009-11-20', 'acquisizione', '76569')
('266', '266', 'NULL', 'vendita', '76569')
('267', '267', '2009-08-12', 'acquisizione', '28898')
('267', '267', '2010-03-23', 'vendita', '28898')
('268', '268', '2010-02-22', 'acquisizione', '43781')
('268', '268', '2011-04-15', 'vendita', '43781')
('269', '269', '2009-08-16', 'acquisizione', '39140')
('269', '269', '2010-03-31', 'vendita', '39140')
('270', '270', '2010-03-13', 'acquisizione', '67719')
('270', '270', '2011-05-23', 'vendita', '67719')
('271', '271', '2010-02-16', 'acquisizione', '23407')
('271', '271', 'NULL', 'vendita', '23407')
('272', '272', '2009-09-08', 'acquisizione', '30965')
('272', '272', 'NULL', 'vendita', '30965')
('273', '273', '2010-01-31', 'acquisizione', '65677')
('273', '273', '2011-03-02', 'vendita', '65677')
('274', '274', '2009-11-07', 'acquisizione', '26918')
('274', '274', 'NULL', 'vendita', '26918')
