(170, 78, 86, '2023-03-15', 64000, 25),
(171, 12, 112, '2023-06-07', 71000, 115),
(172, 23, 55, '2023-09-20', 68000, 58),
(173, 56, 100, '2023-01-25', 80000, 156),
(174, 89, 75, '2023-04-09', 74000, 101),
(175, 34, 33, '2023-07-01', 67000, 22),
(176, 67, 108, '2023-10-14', 71000, 153),
(177, 45, 53, '2023-01-18', 70000, 46),
(178, 78, 87, '2023-04-01', 76000, 92),
(179, 12, 113, '2023-06-26', 64000, 172),
(180, 23, 56, '2023-10-05', 78000, 37),
(181, 56, 101, '2023-01-09', 72000, 75),
(182, 89, 76, '2023-04-22', 80000, 139),
(183, 34, 34, '2023-07-12', 69000, 16),
(184, 67, 109, '2023-10-27', 73000, 184),
(185, 45, 54, '2023-02-03', 65000, 109),
(186, 78, 88, '2023-04-15', 70000, 58),
(187, 12, 114, '2023-07-19', 77000, 135),
(188, 23, 57, '2023-11-07', 73000, 41),
(189, 56, 102, '2023-01-31', 79000, 199),
(190, 23, 59, '2008-04-15', 60000, 78),
(191, 56, 104, '2009-07-22', 55000, 112),
(192, 89, 79, '2007-11-05', 63000, 93),
(193, 34, 37, '2008-02-18', 62000, 125),
(194, 67, 112, '2009-05-10', 59000, 154),
(195, 45, 56, '2007-09-28', 58000, 8),
(196, 78, 90, '2008-12-12', 65000, 42),
(197, 12, 116, '2009-03-02', 62000, 104),
(198, 23, 60, '2007-06-14', 64000, 176),
(199, 56, 105, '2008-09-05', 67000, 84),
(200, 89, 80, '2007-12-30', 66000, 191)
